Timestamp,203_CO2,204_CO2,111_CO2,308_CO2,307_CO2,205_CO2,310_CO2,202_CO2,112_CO2,206_CO2,306_CO2,305_CO2,105_CO2,201_CO2,109_CO2,107_CO2,102_CO2,311_CO2,301_CO2,104_CO2
2019-07-14 23:00,738.9498901,763.8583374,505.006134,620.757019,800.9768677,780.9523315,544.5665283,759.9511719,631.0134277,563.6141968,617.8265991,673.0158691,423.9316406,809.7680054,600.732605,547.9853516,564.5910034,642.7350464,400.9768066,525.0305176
2019-07-15 0:00,743.8339233,772.6495972,515.7509155,633.9438477,804.8840332,785.8363647,538.7057495,760.9279785,642.6679688,571.9169922,617.8265991,673.0158691,428.8156433,809.7680054,600.732605,547.9853516,570.9401855,641.0374756,399.0231934,526.9841309
2019-07-15 1:00,743.8339233,778.0219727,565.5678101,668.6202393,809.7680054,796.5811768,538.7057495,763.8583374,666.666626,571.9169922,617.8265991,673.0158691,430.7692566,814.6520386,600.732605,547.0085449,574.8473511,641.7582397,401.9536133,524.9298096
2019-07-15 2:00,751.6483154,780.9523315,546.8131714,656.8986206,820.229248,800,549.9389648,769.7191772,683.7606812,584.6153564,617.8265991,673.0158691,424.9084473,822.954834,600.732605,544.5665283,577.777771,653.9682617,406.837616,535.8027954
2019-07-15 3:00,760.0822754,791.6971436,520.6349487,649.7299805,830.7692261,803.9072266,552.8693848,775.5799561,642.7350464,591.9414063,617.8265991,673.0158691,453.6191711,832.7228394,600.732605,562.6373901,607.5701904,653.9682617,407.8144226,546.0537109
2019-07-15 4:00,765.8119507,792.6739502,525.0305176,639.7703247,831.7460327,803.711853,554.822998,777.045166,628.5714111,589.0109863,617.8265991,673.0158691,445.9526062,833.699585,600.732605,560.6837769,607.5701904,663.7362671,409.7680054,544.5665283
2019-07-15 5:00,762.8956299,794.6275635,546.0988159,648.5958862,832.7228394,802.9069824,558.7301636,780.9523315,626.1411133,589.0109863,617.8265991,673.0158691,455.6776428,829.7924194,600.732605,561.6605835,600.732605,664.7130737,410.744812,549.9251709
2019-07-15 6:00,766.7887573,791.6971436,577.777771,686.6911011,835.6531982,807.4143066,560.6837769,782.6499023,633.9438477,592.9182129,617.8265991,673.0158691,469.8299866,835.6531982,600.732605,571.9169922,607.5701904,661.6187744,412.765564,547.9853516
2019-07-15 7:00,772.6495972,805.8607788,568.9865723,682.7838745,847.8632813,814.0119019,574.8473511,785.8363647,640.7814331,611.9658203,617.8265991,673.0158691,481.5496521,841.0256348,600.732605,584.6153564,628.5714111,680.8302612,417.582428,555.7997437
2019-07-15 8:00,796.5811768,832.7228394,568.9865723,673.9926758,853.7241211,847.1425171,589.0109863,805.8607788,645.6654663,635.8974609,617.8265991,673.0158691,479.609314,860.757019,600.732605,583.6385498,618.8034058,693.9951172,434.6764526,568.0097656
2019-07-15 9:00,777.045166,814.6520386,544.5665283,637.8510742,823.9315796,825.8851929,635.8974609,783.8827515,631.9902344,614.8961792,617.8265991,673.0158691,463.0036926,837.6068115,600.732605,585.5921631,592.1462402,663.7362671,426.8864441,554.822998
2019-07-15 10:00,775.5799561,809.7680054,725.7631226,643.711853,811.7216187,830.7692261,621.7338257,791.6971436,667.6574707,668.2685547,617.8265991,673.0158691,462.026886,834.6764526,600.732605,581.6849976,610.9890137,662.7594604,566.1498719,625.6409912
2019-07-15 11:00,839.3338623,889.8656616,708.6690674,701.8314819,893.7728882,931.8681641,705.7387085,856.65448,759.9511719,776.737915,617.8265991,673.0158691,526.0073242,903.7732544,600.732605,611.9658203,693.0072632,748.7179565,741.9048461,672.6157837
2019-07-15 12:00,870.8180542,921.6116943,639.6092529,715.0183105,910.8669434,947.9014893,694.9938965,888.888916,782.9059448,736.8250732,617.8265991,673.0158691,542.3568726,905.9828491,600.732605,646.6422729,657.8843994,760.9279785,733.1135864,679.8535156
2019-07-15 13:00,865.934082,907.0908203,753.3970947,696.9475098,901.5872803,924.9634399,687.6679077,885.9584961,778.9987793,773.6264038,617.8265991,673.0158691,540.6593628,980.7081909,600.732605,659.8290405,690.5983276,751.3748169,844.468994,668.6202393
